class_id,area_ratio,width_ratio,height_ratio,repair_time_range,budget_range
1,0.04,0.12999,0.09153,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09883,0.06123,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18251,0.19359,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09663,0.07416,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06302,0.04258,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12963,0.06157,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.1073,0.05889,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.25254,0.20136,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18366,0.19436,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1439,0.1363,5-6 hours,"LKR 9,000 - 12,000"
0,0.05376,0.14607,0.0743,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08947,0.08278,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27811,0.12156,5-6 hours,"LKR 9,000 - 12,000"
2,0.09808,0.31605,0.2177,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.16283,0.18939,5-6 hours,"LKR 9,000 - 12,000"
0,0.05556,0.09794,0.12383,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26479,0.1472,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11602,0.08958,4-5 hours,"LKR 7,000 - 9,000"
2,0.03131,0.09292,0.03619,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06243,0.06602,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.29922,0.13072,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09584,0.09108,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16959,0.188,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.32248,0.22814,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.13544,0.05078,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08633,0.07204,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27046,0.14654,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28345,0.14251,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08121,0.09011,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26648,0.1732,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12704,0.18039,5-6 hours,"LKR 9,000 - 12,000"
0,0.05714,0.13158,0.12269,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19042,0.17552,5-6 hours,"LKR 9,000 - 12,000"
0,0.05969,0.19413,0.10109,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24373,0.13692,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26428,0.11942,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16842,0.15348,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08116,0.04899,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12091,0.05575,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.21359,0.18307,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15425,0.13194,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10071,0.06789,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.33942,0.19044,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12442,0.18008,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18565,0.22888,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27226,0.19356,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21562,0.17591,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18862,0.17101,5-6 hours,"LKR 9,000 - 12,000"
0,0.07399,0.24739,0.17754,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09736,0.05367,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.19703,0.08533,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.27242,0.21818,5-6 hours,"LKR 9,000 - 12,000"
1,0.03585,0.08622,0.08323,4-5 hours,"LKR 7,000 - 9,000"
1,0.03718,0.08541,0.04385,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18011,0.17094,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.1139,0.04047,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20125,0.1395,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.23878,0.17263,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.27438,0.10375,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.32387,0.13565,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.11491,0.05274,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23618,0.11774,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09222,0.06061,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12296,0.07276,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20697,0.18086,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25677,0.12579,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11487,0.04107,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20888,0.1628,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.265,0.14076,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09605,0.06543,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.27138,0.18472,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12958,0.06592,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16417,0.13324,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.22877,0.17732,5-6 hours,"LKR 9,000 - 12,000"
0,0.06299,0.14668,0.0672,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12982,0.08782,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.27199,0.17668,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07652,0.09819,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06522,0.043,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.26863,0.18929,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24634,0.1601,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08819,0.06418,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13118,0.07652,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.27593,0.21927,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17387,0.09734,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.25682,0.13274,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17262,0.15842,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09714,0.09563,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14374,0.15632,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.28791,0.16133,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13937,0.18376,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07016,0.04623,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21975,0.15733,5-6 hours,"LKR 9,000 - 12,000"
0,0.07362,0.13467,0.07423,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.1545,0.12792,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0799,0.0659,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16896,0.09529,5-6 hours,"LKR 9,000 - 12,000"
2,0.0716,0.21166,0.14318,5-6 hours,"LKR 9,000 - 12,000"
2,0.0304,0.04594,0.07563,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18321,0.10126,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13685,0.19586,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15545,0.17079,5-6 hours,"LKR 9,000 - 12,000"
2,0.07661,0.15942,0.11565,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26712,0.14398,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10749,0.0932,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.32786,0.23211,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12065,0.09464,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09184,0.05991,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07733,0.05018,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09184,0.08048,5-6 hours,"LKR 9,000 - 12,000"
0,0.01993,0.06558,0.0406,3-4 hours,"LKR 5,000 - 7,000"
0,0.08,0.19646,0.13159,6-7 hours,"LKR 12,000 - 15,000"
2,0.08004,0.2784,0.18497,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27671,0.11552,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21049,0.0893,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19749,0.0909,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2355,0.1992,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27264,0.14132,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2406,0.23166,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21962,0.09898,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1206,0.14386,5-6 hours,"LKR 9,000 - 12,000"
0,0.03471,0.11778,0.03994,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.16601,0.13635,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13834,0.09759,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.31734,0.12618,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.12967,0.16989,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20702,0.18522,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17723,0.18133,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0728,0.05667,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09497,0.04743,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.23567,0.14971,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.34156,0.16065,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22009,0.08621,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20788,0.11276,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25969,0.16913,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16753,0.13119,5-6 hours,"LKR 9,000 - 12,000"
0,0.06339,0.10479,0.10836,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13792,0.05965,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13817,0.09369,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13687,0.08021,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16027,0.13155,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13242,0.127,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21824,0.1833,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13904,0.07986,4-5 hours,"LKR 7,000 - 9,000"
0,0.0696,0.22834,0.12702,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18941,0.15119,5-6 hours,"LKR 9,000 - 12,000"
2,0.04312,0.07861,0.06206,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12201,0.18779,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.27731,0.1562,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13174,0.1035,5-6 hours,"LKR 9,000 - 12,000"
1,0.01434,0.0293,0.02758,2-3 hours,"LKR 3,000 - 5,000"
0,0.08,0.26372,0.12005,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24457,0.17314,5-6 hours,"LKR 9,000 - 12,000"
1,0.02049,0.06448,0.05066,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.08906,0.07664,4-5 hours,"LKR 7,000 - 9,000"
2,0.07976,0.2156,0.16012,5-6 hours,"LKR 9,000 - 12,000"
0,0.04888,0.1019,0.05484,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2626,0.13893,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22011,0.18925,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08511,0.08105,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21398,0.10412,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13653,0.06056,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.17177,0.12094,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15105,0.15874,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24378,0.09744,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07221,0.08983,4-5 hours,"LKR 7,000 - 9,000"
0,0.06484,0.19463,0.07105,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09916,0.06737,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13526,0.07981,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07843,0.08462,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13618,0.09347,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09728,0.08074,4-5 hours,"LKR 7,000 - 9,000"
0,0.03681,0.05883,0.08577,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15911,0.17994,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.34966,0.20424,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.24372,0.16373,5-6 hours,"LKR 9,000 - 12,000"
0,0.07722,0.13695,0.14109,5-6 hours,"LKR 9,000 - 12,000"
1,0.03537,0.07778,0.04665,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15384,0.12721,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.14148,0.0889,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06132,0.05121,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20261,0.17514,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25475,0.15778,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15024,0.10303,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23538,0.11063,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.13614,0.15267,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11299,0.07679,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.0799,0.08069,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14083,0.19608,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20666,0.12654,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08109,0.05251,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.23515,0.1113,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.09807,0.06825,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13123,0.0562,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14166,0.09868,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13317,0.07451,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24971,0.12943,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18577,0.09987,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0964,0.05744,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.10826,0.08013,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13648,0.08862,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.12106,0.08473,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13371,0.07838,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12512,0.08333,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23546,0.09691,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14682,0.15943,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13355,0.18845,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08618,0.07771,4-5 hours,"LKR 7,000 - 9,000"
0,0.04699,0.1408,0.09397,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1795,0.08339,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.25993,0.1056,5-6 hours,"LKR 9,000 - 12,000"
0,0.03627,0.09399,0.07041,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.18018,0.13614,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26357,0.09634,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07395,0.08749,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12929,0.16355,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.10773,0.05724,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20203,0.09762,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12376,0.12506,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22506,0.19026,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14394,0.13397,5-6 hours,"LKR 9,000 - 12,000"
2,0.06946,0.17746,0.10428,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13679,0.07121,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11322,0.08276,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15284,0.17062,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08487,0.09722,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06855,0.06963,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.32802,0.18291,5-6 hours,"LKR 9,000 - 12,000"
2,0.01768,0.04444,0.04079,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20311,0.15584,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.23484,0.14697,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.24091,0.11184,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.12795,0.07695,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12442,0.17886,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15802,0.14039,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11823,0.05102,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12098,0.1357,6-7 hours,"LKR 12,000 - 15,000"
2,0.1,0.33805,0.20394,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14897,0.19508,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.0632,0.05205,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.12678,0.16087,5-6 hours,"LKR 9,000 - 12,000"
0,0.03302,0.1125,0.0746,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13421,0.06444,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12567,0.05654,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.2176,0.14726,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13604,0.07752,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.09872,0.08211,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14717,0.09276,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.19096,0.14521,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13756,0.05042,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08647,0.07255,4-5 hours,"LKR 7,000 - 9,000"
0,0.06393,0.11782,0.11809,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22461,0.19941,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.13796,0.16721,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06015,0.06104,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.20696,0.09189,5-6 hours,"LKR 9,000 - 12,000"
0,0.06561,0.16825,0.10835,5-6 hours,"LKR 9,000 - 12,000"
1,0.0308,0.06451,0.05254,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1577,0.19222,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.26174,0.2275,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10037,0.09499,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.07518,0.09559,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.1883,0.19783,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.17189,0.14057,6-7 hours,"LKR 12,000 - 15,000"
0,0.03607,0.07835,0.04526,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15384,0.11189,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.22692,0.16603,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.18449,0.1902,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24345,0.08776,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.2052,0.09371,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20269,0.10561,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13455,0.07076,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.15162,0.13756,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11273,0.04303,4-5 hours,"LKR 7,000 - 9,000"
0,0.02826,0.06594,0.05979,4-5 hours,"LKR 7,000 - 9,000"
0,0.01777,0.03762,0.03588,3-4 hours,"LKR 5,000 - 7,000"
0,0.08,0.26419,0.1113,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08849,0.06234,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.12822,0.05483,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.11076,0.08584,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.21718,0.10222,5-6 hours,"LKR 9,000 - 12,000"
0,0.0327,0.05265,0.04136,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.16265,0.12138,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.3258,0.2132,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17544,0.17293,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.18261,0.19519,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13303,0.0853,4-5 hours,"LKR 7,000 - 9,000"
2,0.07561,0.23204,0.14322,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.22524,0.14973,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08004,0.06003,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.23115,0.08097,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.15797,0.13251,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.26844,0.09133,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.06968,0.0958,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11981,0.08383,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09291,0.0546,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.25955,0.11248,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17998,0.17599,5-6 hours,"LKR 9,000 - 12,000"
0,0.03168,0.08443,0.05795,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.24847,0.12796,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10809,0.07337,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14324,0.08357,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13749,0.08033,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.27107,0.10037,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.1931,0.12931,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.12295,0.09775,5-6 hours,"LKR 9,000 - 12,000"
1,0.02359,0.05078,0.02832,3-4 hours,"LKR 5,000 - 7,000"
1,0.01579,0.03893,0.02285,3-4 hours,"LKR 5,000 - 7,000"
1,0.04,0.13142,0.0999,4-5 hours,"LKR 7,000 - 9,000"
0,0.00503,0.01512,0.01,2-3 hours,"LKR 3,000 - 5,000"
1,0.04,0.11152,0.07677,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.06011,0.0736,4-5 hours,"LKR 7,000 - 9,000"
2,0.1,0.30456,0.13745,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.13168,0.09169,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.1925,0.11783,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10586,0.09903,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13575,0.0575,4-5 hours,"LKR 7,000 - 9,000"
0,0.05474,0.13409,0.06378,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.24565,0.09465,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.19433,0.16977,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.17444,0.11818,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08178,0.04485,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.0663,0.05661,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14943,0.13576,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.2414,0.10289,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.09244,0.07413,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.11673,0.04509,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.13012,0.09113,4-5 hours,"LKR 7,000 - 9,000"
1,0.02584,0.05923,0.03637,3-4 hours,"LKR 5,000 - 7,000"
0,0.08,0.16144,0.1386,5-6 hours,"LKR 9,000 - 12,000"
0,0.04058,0.10067,0.04509,5-6 hours,"LKR 9,000 - 12,000"
0,0.03599,0.08247,0.06971,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.08232,0.04967,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14236,0.15001,5-6 hours,"LKR 9,000 - 12,000"
0,0.01077,0.02282,0.01556,3-4 hours,"LKR 5,000 - 7,000"
2,0.1,0.27361,0.16901,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.20257,0.12152,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.2007,0.23785,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.16675,0.19172,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.10949,0.09029,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21284,0.18657,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07385,0.04287,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.13123,0.19764,5-6 hours,"LKR 9,000 - 12,000"
0,0.08,0.14412,0.11346,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.27963,0.17041,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08806,0.0564,4-5 hours,"LKR 7,000 - 9,000"
2,0.07775,0.2559,0.16985,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.08278,0.0976,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.21492,0.10272,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.30008,0.11098,6-7 hours,"LKR 12,000 - 15,000"
1,0.04,0.10771,0.07004,4-5 hours,"LKR 7,000 - 9,000"
1,0.04,0.0767,0.09666,5-6 hours,"LKR 9,000 - 12,000"
2,0.1,0.19335,0.18783,5-6 hours,"LKR 9,000 - 12,000"
1,0.04,0.07958,0.07446,4-5 hours,"LKR 7,000 - 9,000"
0,0.08,0.14445,0.15522,6-7 hours,"LKR 12,000 - 15,000"
0,0.08,0.12309,0.15841,5-6 hours,"LKR 9,000 - 12,000"
